Province,Centres,Zones,Neighbourhood,Dwelling Type ,Bachelor,1 Bedroom,2 Bedroom,3 Bedroom +,Total,Year,Centre_id,Zone_id,Rent ID
Alta,Lethbridge,Lethbridge,West-North,Row,0.0,0.0,990.0,1139.0,1033.0,2019,centre32,Zone233,Rent_3361
Alta,Lethbridge,Lethbridge,West-North,Apt & Other,0.0,1003.0,1031.0,1170.0,1041.0,2019,centre32,Zone233,Rent_3362
Alta,Lethbridge,Lethbridge,Coalhurst,Row,0.0,0.0,0.0,0.0,0.0,2019,centre32,Zone233,Rent_3363
Alta,Lethbridge,Lethbridge,Coalhurst,Apt & Other,0.0,0.0,0.0,0.0,0.0,2019,centre32,Zone233,Rent_3364
Alta,Lethbridge,Lethbridge,Coaldale,Row,0.0,0.0,0.0,0.0,0.0,2019,centre32,Zone233,Rent_3365
Alta,Lethbridge,Lethbridge,Coaldale,Apt & Other,0.0,0.0,0.0,0.0,0.0,2019,centre32,Zone233,Rent_3366
Alta,Lethbridge,Lethbridge,Barons/Nobleford/Picture Butte,Row,0.0,0.0,0.0,0.0,0.0,2019,centre32,Zone233,Rent_3367
Alta,Lethbridge,Lethbridge,Barons/Nobleford/Picture Butte,Apt & Other,0.0,0.0,0.0,0.0,0.0,2019,centre32,Zone233,Rent_3368
Alta,Lethbridge,Lethbridge,Lethbridge County,Row,0.0,0.0,0.0,0.0,0.0,2019,centre32,Zone233,Rent_3369
Alta,Lethbridge,Lethbridge,Lethbridge County,Apt & Other,0.0,0.0,0.0,0.0,0.0,2019,centre32,Zone233,Rent_3370
B.C.,Abbotsford - Mission,Abbotsford,Mill Lake,Row,0.0,0.0,0.0,0.0,0.0,2019,centre33,Zone234,Rent_3371
B.C.,Abbotsford - Mission,Abbotsford,Mill Lake,Apt & Other,672.0,1065.0,1273.0,0.0,1163.0,2019,centre33,Zone234,Rent_3372
B.C.,Abbotsford - Mission,Abbotsford,Abbotsford/McMillan,Row,0.0,0.0,0.0,0.0,0.0,2019,centre33,Zone234,Rent_3373
B.C.,Abbotsford - Mission,Abbotsford,Abbotsford/McMillan,Apt & Other,737.0,916.0,1210.0,1583.0,1038.0,2019,centre33,Zone234,Rent_3374
B.C.,Abbotsford - Mission,Abbotsford,Townline/Clearbrook,Row,0.0,0.0,0.0,0.0,0.0,2019,centre33,Zone234,Rent_3375
B.C.,Abbotsford - Mission,Abbotsford,Townline/Clearbrook,Apt & Other,814.0,913.0,1112.0,1404.0,1017.0,2019,centre33,Zone234,Rent_3376
B.C.,Abbotsford - Mission,Abbotsford,Mt. Lehman/Aberdeen/Poplar,Row,0.0,0.0,0.0,0.0,0.0,2019,centre33,Zone234,Rent_3377
B.C.,Abbotsford - Mission,Abbotsford,Mt. Lehman/Aberdeen/Poplar,Apt & Other,0.0,0.0,0.0,0.0,0.0,2019,centre33,Zone234,Rent_3378
B.C.,Abbotsford - Mission,Abbotsford,Whatcom/Sumas,Row,0.0,0.0,0.0,0.0,0.0,2019,centre33,Zone234,Rent_3379
B.C.,Abbotsford - Mission,Abbotsford,Whatcom/Sumas,Apt & Other,0.0,927.0,1116.0,0.0,1035.0,2019,centre33,Zone234,Rent_3380
B.C.,Abbotsford - Mission,Mission,Mission,Row,0.0,0.0,0.0,0.0,0.0,2019,centre33,Zone235,Rent_3381
B.C.,Abbotsford - Mission,Mission,Mission,Apt & Other,0.0,790.0,871.0,0.0,833.0,2019,centre33,Zone235,Rent_3382
B.C.,Kelowna,Core Area,Core Area,Row,0.0,0.0,1229.0,1420.0,1289.0,2019,centre34,Zone236,Rent_3383
B.C.,Kelowna,Core Area,Core Area,Apt & Other,969.0,1113.0,1434.0,1555.0,1239.0,2019,centre34,Zone236,Rent_3384
B.C.,Kelowna,Rutland,Rutland,Row,0.0,0.0,1102.0,1522.0,1168.0,2019,centre34,Zone237,Rent_3385
B.C.,Kelowna,Rutland,Rutland,Apt & Other,859.0,929.0,1165.0,0.0,1096.0,2019,centre34,Zone237,Rent_3386
B.C.,Vancouver,West End/Stanley Park,West End/Stanley Park North,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone238,Rent_3387
B.C.,Vancouver,West End/Stanley Park,West End/Stanley Park North,Apt & Other,1398.0,1629.0,2315.0,0.0,1757.0,2019,centre35,Zone238,Rent_3388
B.C.,Vancouver,West End/Stanley Park,West End/Stanley Park South,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone238,Rent_3389
B.C.,Vancouver,West End/Stanley Park,West End/Stanley Park South,Apt & Other,1250.0,1528.0,2252.0,2867.0,1537.0,2019,centre35,Zone238,Rent_3390
B.C.,Vancouver,English Bay,English Bay,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone239,Rent_3391
B.C.,Vancouver,English Bay,English Bay,Apt & Other,1331.0,1666.0,2339.0,0.0,1701.0,2019,centre35,Zone239,Rent_3392
B.C.,Vancouver,Downtown,Downtown Central,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone93,Rent_3393
B.C.,Vancouver,Downtown,Downtown Central,Apt & Other,1341.0,1595.0,2443.0,3354.0,1645.0,2019,centre35,Zone93,Rent_3394
B.C.,Vancouver,Downtown,North False Creek,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone93,Rent_3395
B.C.,Vancouver,Downtown,North False Creek,Apt & Other,1341.0,1900.0,2824.0,0.0,1818.0,2019,centre35,Zone93,Rent_3396
B.C.,Vancouver,Downtown,Downtown North,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone93,Rent_3397
B.C.,Vancouver,Downtown,Downtown North,Apt & Other,1601.0,1963.0,2686.0,5041.0,2079.0,2019,centre35,Zone93,Rent_3398
B.C.,Vancouver,South Granville/Oak,South False Creek,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone240,Rent_3399
B.C.,Vancouver,South Granville/Oak,South False Creek,Apt & Other,1397.0,1854.0,2412.0,0.0,1957.0,2019,centre35,Zone240,Rent_3400
B.C.,Vancouver,South Granville/Oak,South Granville,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone240,Rent_3401
B.C.,Vancouver,South Granville/Oak,South Granville,Apt & Other,1192.0,1463.0,1974.0,2456.0,1502.0,2019,centre35,Zone240,Rent_3402
B.C.,Vancouver,South Granville/Oak,South Cambie,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone240,Rent_3403
B.C.,Vancouver,South Granville/Oak,South Cambie,Apt & Other,1085.0,1383.0,1775.0,0.0,1441.0,2019,centre35,Zone240,Rent_3404
B.C.,Vancouver,Kitsilano/Point Grey,Kitsilano/Point Grey North,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone241,Rent_3405
B.C.,Vancouver,Kitsilano/Point Grey,Kitsilano/Point Grey North,Apt & Other,1275.0,1599.0,2150.0,2828.0,1679.0,2019,centre35,Zone241,Rent_3406
B.C.,Vancouver,Kitsilano/Point Grey,Kitsilano/Point Grey South,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone241,Rent_3407
B.C.,Vancouver,Kitsilano/Point Grey,Kitsilano/Point Grey South,Apt & Other,1242.0,1485.0,2113.0,2797.0,1592.0,2019,centre35,Zone241,Rent_3408
B.C.,Vancouver,Kitsilano/Point Grey,Point Grey,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone241,Rent_3409
B.C.,Vancouver,Kitsilano/Point Grey,Point Grey,Apt & Other,1428.0,1682.0,2162.0,0.0,1757.0,2019,centre35,Zone241,Rent_3410
B.C.,Vancouver,Westside/Kerrisdale,Kerrisdale,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone242,Rent_3411
B.C.,Vancouver,Westside/Kerrisdale,Kerrisdale,Apt & Other,1128.0,1408.0,2091.0,2915.0,1606.0,2019,centre35,Zone242,Rent_3412
B.C.,Vancouver,Westside/Kerrisdale,Westside/Kerrisdale Remainder,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone242,Rent_3413
B.C.,Vancouver,Westside/Kerrisdale,Westside/Kerrisdale Remainder,Apt & Other,1328.0,1670.0,2566.0,3671.0,2096.0,2019,centre35,Zone242,Rent_3414
B.C.,Vancouver,Marpole,Marpole South,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone243,Rent_3415
B.C.,Vancouver,Marpole,Marpole South,Apt & Other,975.0,1133.0,1411.0,1652.0,1164.0,2019,centre35,Zone243,Rent_3416
B.C.,Vancouver,Marpole,Marpole Remainder,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone243,Rent_3417
B.C.,Vancouver,Marpole,Marpole Remainder,Apt & Other,1518.0,1295.0,1966.0,0.0,1496.0,2019,centre35,Zone243,Rent_3418
B.C.,Vancouver,Mount Pleasant/Renfrew Heights,Mount Pleasant,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone244,Rent_3419
B.C.,Vancouver,Mount Pleasant/Renfrew Heights,Mount Pleasant,Apt & Other,1246.0,1308.0,1833.0,0.0,1382.0,2019,centre35,Zone244,Rent_3420
B.C.,Vancouver,Mount Pleasant/Renfrew Heights,Riley Park,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone244,Rent_3421
B.C.,Vancouver,Mount Pleasant/Renfrew Heights,Riley Park,Apt & Other,944.0,1403.0,1949.0,0.0,1499.0,2019,centre35,Zone244,Rent_3422
B.C.,Vancouver,Mount Pleasant/Renfrew Heights,Cedar Cottage,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone244,Rent_3423
B.C.,Vancouver,Mount Pleasant/Renfrew Heights,Cedar Cottage,Apt & Other,1350.0,1216.0,1661.0,0.0,1370.0,2019,centre35,Zone244,Rent_3424
B.C.,Vancouver,Mount Pleasant/Renfrew Heights,Renfrew,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone244,Rent_3425
B.C.,Vancouver,Mount Pleasant/Renfrew Heights,Renfrew,Apt & Other,0.0,1162.0,1515.0,0.0,1246.0,2019,centre35,Zone244,Rent_3426
B.C.,Vancouver,East Hastings,Downtown Eastside/Strathcona,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone245,Rent_3427
B.C.,Vancouver,East Hastings,Downtown Eastside/Strathcona,Apt & Other,1602.0,1764.0,2096.0,0.0,1757.0,2019,centre35,Zone245,Rent_3428
B.C.,Vancouver,East Hastings,Hastings/Grandview/Woodlands,Row,0.0,1242.0,1646.0,0.0,1724.0,2019,centre35,Zone245,Rent_3429
B.C.,Vancouver,East Hastings,Hastings/Grandview/Woodlands,Apt & Other,1137.0,1208.0,1566.0,1643.0,1255.0,2019,centre35,Zone245,Rent_3430
B.C.,Vancouver,Southeast Vancouver,Sunset,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone246,Rent_3431
B.C.,Vancouver,Southeast Vancouver,Sunset,Apt & Other,1117.0,1335.0,2082.0,2533.0,1575.0,2019,centre35,Zone246,Rent_3432
B.C.,Vancouver,Southeast Vancouver,Fraser View/Killarny,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone246,Rent_3433
B.C.,Vancouver,Southeast Vancouver,Fraser View/Killarny,Apt & Other,981.0,1340.0,1872.0,1976.0,1594.0,2019,centre35,Zone246,Rent_3434
B.C.,Vancouver,Southeast Vancouver,Collingwood,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone246,Rent_3435
B.C.,Vancouver,Southeast Vancouver,Collingwood,Apt & Other,1203.0,1260.0,1708.0,0.0,1434.0,2019,centre35,Zone246,Rent_3436
B.C.,Vancouver,University Endowment Lands,University Endowment Lands,Row,1300.0,0.0,2700.0,0.0,2238.0,2019,centre35,Zone247,Rent_3437
B.C.,Vancouver,University Endowment Lands,University Endowment Lands,Apt & Other,1450.0,1828.0,2351.0,2979.0,2087.0,2019,centre35,Zone247,Rent_3438
B.C.,Vancouver,Central Park/Metrotown,Central Park,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone248,Rent_3439
B.C.,Vancouver,Central Park/Metrotown,Central Park,Apt & Other,1230.0,1280.0,1673.0,2121.0,1386.0,2019,centre35,Zone248,Rent_3440
B.C.,Vancouver,Central Park/Metrotown,Metrotown,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone248,Rent_3441
B.C.,Vancouver,Central Park/Metrotown,Metrotown,Apt & Other,1026.0,1226.0,1517.0,2044.0,1305.0,2019,centre35,Zone248,Rent_3442
B.C.,Vancouver,Southeast Burnaby,Deer Lake,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone249,Rent_3443
B.C.,Vancouver,Southeast Burnaby,Deer Lake,Apt & Other,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone249,Rent_3444
B.C.,Vancouver,Southeast Burnaby,Southeast Burnaby South,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone249,Rent_3445
B.C.,Vancouver,Southeast Burnaby,Southeast Burnaby South,Apt & Other,838.0,1026.0,1486.0,0.0,1192.0,2019,centre35,Zone249,Rent_3446
B.C.,Vancouver,Southeast Burnaby,Edmonds,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone249,Rent_3447
B.C.,Vancouver,Southeast Burnaby,Edmonds,Apt & Other,852.0,1089.0,1310.0,1401.0,1149.0,2019,centre35,Zone249,Rent_3448
B.C.,Vancouver,North Burnaby,Westside Heights,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone250,Rent_3449
B.C.,Vancouver,North Burnaby,Westside Heights,Apt & Other,981.0,1171.0,1412.0,1773.0,1208.0,2019,centre35,Zone250,Rent_3450
B.C.,Vancouver,North Burnaby,Capital Hill/Brentwood,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone250,Rent_3451
B.C.,Vancouver,North Burnaby,Capital Hill/Brentwood,Apt & Other,911.0,1161.0,1534.0,1766.0,1272.0,2019,centre35,Zone250,Rent_3452
B.C.,Vancouver,North Burnaby,University/Lougheed,Row,0.0,0.0,0.0,1925.0,1860.0,2019,centre35,Zone250,Rent_3453
B.C.,Vancouver,North Burnaby,University/Lougheed,Apt & Other,1012.0,1364.0,1763.0,2014.0,1518.0,2019,centre35,Zone250,Rent_3454
B.C.,Vancouver,New Westminster,New Westminster West,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone251,Rent_3455
B.C.,Vancouver,New Westminster,New Westminster West,Apt & Other,0.0,1480.0,2307.0,1842.0,2033.0,2019,centre35,Zone251,Rent_3456
B.C.,Vancouver,New Westminster,Downtown,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone251,Rent_3457
B.C.,Vancouver,New Westminster,Downtown,Apt & Other,1117.0,1290.0,1655.0,2386.0,1372.0,2019,centre35,Zone251,Rent_3458
B.C.,Vancouver,New Westminster,Uptown,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone251,Rent_3459
B.C.,Vancouver,New Westminster,Uptown,Apt & Other,944.0,1132.0,1429.0,1783.0,1200.0,2019,centre35,Zone251,Rent_3460
B.C.,Vancouver,New Westminster,New Westminster East,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone251,Rent_3461
B.C.,Vancouver,New Westminster,New Westminster East,Apt & Other,1455.0,1269.0,1644.0,2016.0,1409.0,2019,centre35,Zone251,Rent_3462
B.C.,Vancouver,North Vancouver CY,Central Lonsdale,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone252,Rent_3463
B.C.,Vancouver,North Vancouver CY,Central Lonsdale,Apt & Other,1256.0,1451.0,1763.0,2769.0,1521.0,2019,centre35,Zone252,Rent_3464
B.C.,Vancouver,North Vancouver CY,Lonsdale East,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone252,Rent_3465
B.C.,Vancouver,North Vancouver CY,Lonsdale East,Apt & Other,1045.0,1332.0,1614.0,0.0,1408.0,2019,centre35,Zone252,Rent_3466
B.C.,Vancouver,North Vancouver CY,Lonsdale North,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone252,Rent_3467
B.C.,Vancouver,North Vancouver CY,Lonsdale North,Apt & Other,1072.0,1264.0,1574.0,0.0,1370.0,2019,centre35,Zone252,Rent_3468
B.C.,Vancouver,North Vancouver CY,Lonsdale West,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone252,Rent_3469
B.C.,Vancouver,North Vancouver CY,Lonsdale West,Apt & Other,1209.0,1301.0,1797.0,0.0,1455.0,2019,centre35,Zone252,Rent_3470
B.C.,Vancouver,North Vancouver DM,North Vancouver DM East,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone253,Rent_3471
B.C.,Vancouver,North Vancouver DM,North Vancouver DM East,Apt & Other,0.0,1677.0,1927.0,1867.0,1843.0,2019,centre35,Zone253,Rent_3472
B.C.,Vancouver,North Vancouver DM,North Vancouver DM West,Row,0.0,0.0,0.0,3264.0,2909.0,2019,centre35,Zone253,Rent_3473
B.C.,Vancouver,North Vancouver DM,North Vancouver DM West,Apt & Other,0.0,1507.0,2072.0,0.0,1538.0,2019,centre35,Zone253,Rent_3474
B.C.,Vancouver,West Vancouver,Ambleside,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone254,Rent_3475
B.C.,Vancouver,West Vancouver,Ambleside,Apt & Other,1362.0,1730.0,2419.0,0.0,1950.0,2019,centre35,Zone254,Rent_3476
B.C.,Vancouver,West Vancouver,Dundrave/W Vancouver Remainder,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone254,Rent_3477
B.C.,Vancouver,West Vancouver,Dundrave/W Vancouver Remainder,Apt & Other,1447.0,1785.0,2688.0,0.0,2106.0,2019,centre35,Zone254,Rent_3478
B.C.,Vancouver,Richmond,Richmond City Centre,Row,0.0,0.0,1263.0,0.0,1387.0,2019,centre35,Zone255,Rent_3479
B.C.,Vancouver,Richmond,Richmond City Centre,Apt & Other,1047.0,1182.0,1483.0,1698.0,1307.0,2019,centre35,Zone255,Rent_3480
B.C.,Vancouver,Richmond,Sea Island,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone255,Rent_3481
B.C.,Vancouver,Richmond,Sea Island,Apt & Other,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone255,Rent_3482
B.C.,Vancouver,Richmond,Richmond West,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone255,Rent_3483
B.C.,Vancouver,Richmond,Richmond West,Apt & Other,0.0,1318.0,1570.0,0.0,1474.0,2019,centre35,Zone255,Rent_3484
B.C.,Vancouver,Richmond,Richmond South,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone255,Rent_3485
B.C.,Vancouver,Richmond,Richmond South,Apt & Other,1051.0,1276.0,1529.0,1689.0,1384.0,2019,centre35,Zone255,Rent_3486
B.C.,Vancouver,Richmond,Richmond East,Row,0.0,0.0,0.0,1936.0,1894.0,2019,centre35,Zone255,Rent_3487
B.C.,Vancouver,Richmond,Richmond East,Apt & Other,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone255,Rent_3488
B.C.,Vancouver,Delta,Tsawwassen,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone256,Rent_3489
B.C.,Vancouver,Delta,Tsawwassen,Apt & Other,813.0,998.0,1303.0,0.0,1125.0,2019,centre35,Zone256,Rent_3490
B.C.,Vancouver,Delta,Ladner,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone256,Rent_3491
B.C.,Vancouver,Delta,Ladner,Apt & Other,784.0,944.0,1213.0,0.0,1021.0,2019,centre35,Zone256,Rent_3492
B.C.,Vancouver,Delta,North Delta,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone256,Rent_3493
B.C.,Vancouver,Delta,North Delta,Apt & Other,0.0,887.0,1224.0,0.0,1098.0,2019,centre35,Zone256,Rent_3494
B.C.,Vancouver,Surrey,Surrey City Centre,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone257,Rent_3495
B.C.,Vancouver,Surrey,Surrey City Centre,Apt & Other,0.0,1106.0,1303.0,0.0,1213.0,2019,centre35,Zone257,Rent_3496
B.C.,Vancouver,Surrey,Whalley,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone257,Rent_3497
B.C.,Vancouver,Surrey,Whalley,Apt & Other,694.0,999.0,1160.0,1304.0,1090.0,2019,centre35,Zone257,Rent_3498
B.C.,Vancouver,Surrey,Guildford,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone257,Rent_3499
B.C.,Vancouver,Surrey,Guildford,Apt & Other,0.0,973.0,1139.0,1331.0,1092.0,2019,centre35,Zone257,Rent_3500
B.C.,Vancouver,Surrey,Cloverdale/Fleetwood,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone257,Rent_3501
B.C.,Vancouver,Surrey,Cloverdale/Fleetwood,Apt & Other,0.0,1106.0,1476.0,0.0,1266.0,2019,centre35,Zone257,Rent_3502
B.C.,Vancouver,Surrey,Newton,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone257,Rent_3503
B.C.,Vancouver,Surrey,Newton,Apt & Other,0.0,966.0,1223.0,0.0,1133.0,2019,centre35,Zone257,Rent_3504
B.C.,Vancouver,Surrey,South Surrey,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone257,Rent_3505
B.C.,Vancouver,Surrey,South Surrey,Apt & Other,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone257,Rent_3506
B.C.,Vancouver,White Rock,White Rock,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone258,Rent_3507
B.C.,Vancouver,White Rock,White Rock,Apt & Other,969.0,1080.0,1390.0,0.0,1164.0,2019,centre35,Zone258,Rent_3508
B.C.,Vancouver,Langley City and Langley DM,Langley CY,Row,0.0,0.0,0.0,1546.0,1510.0,2019,centre35,Zone259,Rent_3509
B.C.,Vancouver,Langley City and Langley DM,Langley CY,Apt & Other,883.0,1166.0,1476.0,2064.0,1318.0,2019,centre35,Zone259,Rent_3510
B.C.,Vancouver,Langley City and Langley DM,Langley DM,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone259,Rent_3511
B.C.,Vancouver,Langley City and Langley DM,Langley DM,Apt & Other,0.0,1337.0,1817.0,0.0,1569.0,2019,centre35,Zone259,Rent_3512
B.C.,Vancouver,Tri-Cities,Coquitlam West,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone260,Rent_3513
B.C.,Vancouver,Tri-Cities,Coquitlam West,Apt & Other,947.0,1118.0,1357.0,0.0,1191.0,2019,centre35,Zone260,Rent_3514
B.C.,Vancouver,Tri-Cities,Coquitlam East,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone260,Rent_3515
B.C.,Vancouver,Tri-Cities,Coquitlam East,Apt & Other,0.0,1240.0,1440.0,0.0,1326.0,2019,centre35,Zone260,Rent_3516
B.C.,Vancouver,Tri-Cities,Port Coquitlam,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone260,Rent_3517
B.C.,Vancouver,Tri-Cities,Port Coquitlam,Apt & Other,937.0,1237.0,1883.0,1397.0,1592.0,2019,centre35,Zone260,Rent_3518
B.C.,Vancouver,Tri-Cities,Port Moody,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone260,Rent_3519
B.C.,Vancouver,Tri-Cities,Port Moody,Apt & Other,0.0,1110.0,0.0,0.0,1132.0,2019,centre35,Zone260,Rent_3520
B.C.,Vancouver,Tri-Cities,Anmore/Belcarra/Metro Vancouver North,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone260,Rent_3521
B.C.,Vancouver,Tri-Cities,Anmore/Belcarra/Metro Vancouver North,Apt & Other,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone260,Rent_3522
B.C.,Vancouver,Maple Ridge/Pitt Meadows,Pitt Meadows,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone261,Rent_3523
B.C.,Vancouver,Maple Ridge/Pitt Meadows,Pitt Meadows,Apt & Other,0.0,1183.0,1390.0,0.0,1298.0,2019,centre35,Zone261,Rent_3524
B.C.,Vancouver,Maple Ridge/Pitt Meadows,Maple Ridge,Row,0.0,0.0,0.0,0.0,0.0,2019,centre35,Zone261,Rent_3525
B.C.,Vancouver,Maple Ridge/Pitt Meadows,Maple Ridge,Apt & Other,868.0,905.0,1177.0,1434.0,1008.0,2019,centre35,Zone261,Rent_3526
B.C.,Victoria,Cook St. Area,Fairfield South,Row,0.0,0.0,0.0,0.0,0.0,2019,centre36,Zone262,Rent_3527
B.C.,Victoria,Cook St. Area,Fairfield South,Apt & Other,995.0,1209.0,1504.0,0.0,1246.0,2019,centre36,Zone262,Rent_3528
B.C.,Victoria,Cook St. Area,Fairfield North,Row,0.0,0.0,0.0,0.0,0.0,2019,centre36,Zone262,Rent_3529
B.C.,Victoria,Cook St. Area,Fairfield North,Apt & Other,942.0,1133.0,1413.0,1669.0,1182.0,2019,centre36,Zone262,Rent_3530
B.C.,Victoria,Fort St. Area,Fairfield-Ross Bay,Row,0.0,0.0,0.0,0.0,0.0,2019,centre36,Zone263,Rent_3531
B.C.,Victoria,Fort St. Area,Fairfield-Ross Bay,Apt & Other,0.0,1154.0,1371.0,0.0,1202.0,2019,centre36,Zone263,Rent_3532
B.C.,Victoria,Fort St. Area,Rockland,Row,0.0,0.0,0.0,0.0,0.0,2019,centre36,Zone263,Rent_3533
B.C.,Victoria,Fort St. Area,Rockland,Apt & Other,926.0,1159.0,1587.0,0.0,1278.0,2019,centre36,Zone263,Rent_3534
B.C.,Victoria,Fort St. Area,Gonzales,Row,0.0,0.0,0.0,0.0,0.0,2019,centre36,Zone263,Rent_3535
B.C.,Victoria,Fort St. Area,Gonzales,Apt & Other,0.0,1038.0,0.0,0.0,0.0,2019,centre36,Zone263,Rent_3536
B.C.,Victoria,Fort St. Area,Jubilee,Row,0.0,0.0,0.0,0.0,0.0,2019,centre36,Zone263,Rent_3537
B.C.,Victoria,Fort St. Area,Jubilee,Apt & Other,929.0,1069.0,1376.0,0.0,1146.0,2019,centre36,Zone263,Rent_3538
B.C.,Victoria,Fort St. Area,Fernwood,Row,0.0,0.0,0.0,0.0,0.0,2019,centre36,Zone263,Rent_3539
B.C.,Victoria,Fort St. Area,Fernwood,Apt & Other,914.0,1079.0,1388.0,1511.0,1143.0,2019,centre36,Zone263,Rent_3540
B.C.,Victoria,James Bay Area,James Bay South,Row,0.0,0.0,0.0,0.0,0.0,2019,centre36,Zone264,Rent_3541
B.C.,Victoria,James Bay Area,James Bay South,Apt & Other,944.0,1232.0,1611.0,0.0,1309.0,2019,centre36,Zone264,Rent_3542
B.C.,Victoria,James Bay Area,James Bay North,Row,0.0,0.0,0.0,0.0,0.0,2019,centre36,Zone264,Rent_3543
B.C.,Victoria,James Bay Area,James Bay North,Apt & Other,1021.0,1177.0,1447.0,0.0,1230.0,2019,centre36,Zone264,Rent_3544
B.C.,Victoria,Remainder of City,Downtown,Row,0.0,0.0,0.0,0.0,0.0,2019,centre36,Zone265,Rent_3545
B.C.,Victoria,Remainder of City,Downtown,Apt & Other,1037.0,1253.0,1722.0,0.0,1281.0,2019,centre36,Zone265,Rent_3546
B.C.,Victoria,Remainder of City,Oaklands,Row,0.0,0.0,0.0,0.0,0.0,2019,centre36,Zone265,Rent_3547
B.C.,Victoria,Remainder of City,Oaklands,Apt & Other,912.0,1120.0,1345.0,0.0,1200.0,2019,centre36,Zone265,Rent_3548
B.C.,Victoria,Remainder of City,Hillside-Quadra,Row,0.0,0.0,0.0,0.0,0.0,2019,centre36,Zone265,Rent_3549
B.C.,Victoria,Remainder of City,Hillside-Quadra,Apt & Other,879.0,1032.0,1330.0,1700.0,1116.0,2019,centre36,Zone265,Rent_3550
